TYPE	CODE	DESC
PR	0UJD8ZZ	INSPECTION OF UTERUS AND CERVIX, VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC
DX	E133599	OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE
DX	N258	OTHER DISORDERS RESULTING FROM IMPAIRED RENAL TUBULAR FUNCTION
DX	2160	BENIGN NEOPLASM OF SKIN OF LIP
DX	C768	MALIGNANT NEOPLASM OF OTHER SPECIFIED ILL-DEFINED SITES
DX	S91145A	PUNCTURE WOUND WITH FOREIGN BODY OF LEFT LESSER TOE(S) WITHOUT DAMAGE TO NAIL, INITIAL ENCOUNTER
DX	M9938	OSSEOUS STENOSIS OF NEURAL CANAL OF RIB CAGE
DX	A779	SPOTTED FEVER, UNSPECIFIED
RX	65862057190	VALSARTAN
RX	64406000602	TECFIDERA
PR	26370	REPAIR OR ADVANCEMENT OF PROFUNDUS TENDON, WITH INTACT SUPERFICIALIS TENDON; PRIMARY, EACH TENDON
DX	20024	BURKITT'S TUMOR OR LYMPHOMA OF LYMPH NODES OF AXILLA AND UPPER LIMB
DX	S33151A	nan
PR	24655	CLOSED TREATMENT OF RADIAL HEAD OR NECK FRACTURE; WITH MANIPULATION
PR	Q0081	INFUSION THERAPY, USING OTHER THAN CHEMOTHERAPEUTIC DRUGS, PER VISIT
PR	0RNJ4ZZ	RELEASE RIGHT SHOULDER JOINT, PERCUTANEOUS ENDOSCOPIC APPROACH
PR	3E1G88Z	IRRIGATION OF UPPER GI USING IRRIGATING SUBSTANCE, VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC
PR	0H0V0ZZ	ALTERATION OF BILATERAL BREAST, OPEN APPROACH
PR	87651	INFECTIOUS AGENT DETECTION BY NUCLEIC ACID (DNA OR RNA); STREPTOCOCCUS, GROUP A, AMPLIFIED PROBE TECHNIQUE
DX	S22019A	UNSPECIFIED FRACTURE OF FIRST THORACIC VERTEBRA, INITIAL ENCOUNTER FOR CLOSED FRACTURE
PR	46762	SPHINCTEROPLASTY, ANAL, FOR INCONTINENCE, ADULT; IMPLANTATION ARTIFICIAL SPHINCTER
PR	86.66	nan
DX	M79672A	nan
DX	S42123G	DISPLACED FRACTURE OF ACROMIAL PROCESS, UNSPECIFIED SHOULDER, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
PR	85732	THROMBOPLASTIN TIME, PARTIAL (PTT); SUBSTITUTION, PLASMA FRACTIONS, EACH
RX	63402015324	nan
DX	M06321	RHEUMATOID NODULE, RIGHT ELBOW
DX	H10219	ACUTE TOXIC CONJUNCTIVITIS, UNSPECIFIED EYE
DX	75112	nan
RX	00409336501	HYDROMORPHONE HCL
DX	T78	ADVERSE EFFECTS, NOT ELSEWHERE CLASSIFIED
PR	90101	nan
DX	I51	COMPLICATIONS AND ILL-DEFINED DESCRIPTIONS OF HEART DISEASE
DX	T22161A	BURN OF FIRST DEGREE OF RIGHT SCAPULAR REGION, INITIAL ENCOUNTER
PR	40842	VESTIBULOPLASTY; POSTERIOR, UNILATERAL
DX	G450	VERTEBRO-BASILAR ARTERY SYNDROME
RX	00555079202	DEXTROAMPHETAMINE-AMPHET ER
DX	C969	MALIGNANT NEOPLASM OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE, UNSPECIFIED
PR	A9532	IODINE I-125 SERUM ALBUMIN, DIAGNOSTIC, PER 5 MICROCURIES
DX	B6221	nan
DX	F90024	nan
DX	S70252A	SUPERFICIAL FOREIGN BODY, LEFT HIP, INITIAL ENCOUNTER
PR	83625	LACTATE DEHYDROGENASE (LD), (LDH); ISOENZYMES, SEPARATION AND QUANTITATION
DX	C910	ACUTE LYMPHOBLASTIC LEUKEMIA [ALL]
DX	M25741	OSTEOPHYTE, RIGHT HAND
PR	0U9G70Z	DRAINAGE OF VAGINA WITH DRAINAGE DEVICE, VIA NATURAL OR ARTIFICIAL OPENING
DX	S52571K	OTHER INTRAARTICULAR FRACTURE OF LOWER END OF RIGHT RADIUS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION
DX	M00219	OTHER STREPTOCOCCAL ARTHRITIS, UNSPECIFIED SHOULDER
DX	S224	MULTIPLE FRACTURES OF RIBS
DX	H0125	nan
PR	80336	ANTIDEPRESSANTS, TRICYCLIC AND OTHER CYCLICALS; 3-5
RX	49735002912	nan
PR	BW25Y0Z	COMPUTERIZED TOMOGRAPHY (CT SCAN) OF CHEST, ABDOMEN AND PELVIS USING OTHER CONTRAST, UNENHANCED AND ENHANCED
DX	T405X4S	POISONING BY COCAINE, UNDETERMINED, SEQUELA
PR	S1931	nan
DX	S85001S	UNSPECIFIED INJURY OF POPLITEAL ARTERY, RIGHT LEG, SEQUELA
DX	M6221	NONTRAUMATIC ISCHEMIC INFARCTION OF MUSCLE, SHOULDER
DX	S93422	SPRAIN OF DELTOID LIGAMENT OF LEFT ANKLE
RX	17478017324	XOPENEX
DX	65331	OUTLET CONTRACTION OF PELVIS IN PREGNANCY, DELIVERED
PR	02WA38Z	REVISION OF ZOOPLASTIC TISSUE IN HEART, PERCUTANEOUS APPROACH
DX	71741	BUCKET HANDLE TEAR OF LATERAL MENISCUS
DX	S56921A	LACERATION OF UNSPECIFIED MUSCLES, FASCIA AND TENDONS AT FOREARM LEVEL, RIGHT ARM, INITIAL ENCOUNTER
DX	T5694XS	TOXIC EFFECT OF UNSPECIFIED METAL, UNDETERMINED, SEQUELA
RX	00574028010	nan
DX	S81051A	OPEN BITE, RIGHT KNEE, INITIAL ENCOUNTER
RX	00074454801	PENTAMIDINE ISETHIONATE
RX	25021045301	OCTREOTIDE ACETATE
DX	S68511A	COMPLETE TRAUMATIC TRANSPHALANGEAL AMPUTATION OF RIGHT THUMB, INITIAL ENCOUNTER
DX	S7291XG	UNSPECIFIED FRACTURE OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING
DX	E7629	OTHER MUCOPOLYSACCHARIDOSES
DX	S82409S	UNSPECIFIED FRACTURE OF SHAFT OF UNSPECIFIED FIBULA, SEQUELA
RX	05816085101	nan
DX	1039	UNSPECIFIED PINTA
RX	68462023290	OMEPRAZOLE
RX	63739022510	SIMETHICONE
DX	Q078	OTHER SPECIFIED CONGENITAL MALFORMATIONS OF NERVOUS SYSTEM
DX	33819	OTHER ACUTE PAIN
PR	0LS44ZZ	REPOSITION LEFT UPPER ARM TENDON, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	S37828A	OTHER INJURY OF PROSTATE, INITIAL ENCOUNTER
DX	M4858XA	COLLAPSED VERTEBRA, NOT ELSEWHERE CLASSIFIED, SACRAL AND SACROCOCCYGEAL REGION, INITIAL ENCOUNTER FOR FRACTURE
DX	S6700XS	CRUSHING INJURY OF UNSPECIFIED THUMB, SEQUELA
PR	HZ94ZZZ	PHARMACOTHERAPY FOR SUBSTANCE ABUSE TREATMENT, NALTREXONE
DX	S82021B	DISPLACED LONGITUDINAL FRACTURE OF RIGHT PATELLA, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE I OR II
DX	H40002	PREGLAUCOMA, UNSPECIFIED, LEFT EYE
DX	2693	MINERAL DEFICIENCY, NOT ELSEWHERE CLASSIFIED
DX	T82118S	BREAKDOWN (MECHANICAL) OF OTHER CARDIAC ELECTRONIC DEVICE, SEQUELA
DX	O360193	MATERNAL CARE FOR ANTI-D [RH] ANTIBODIES, UNSPECIFIED TRIMESTER, FETUS 3
PR	E0240	BATH/SHOWER CHAIR, WITH OR WITHOUT WHEELS, ANY SIZE
DX	7247	DISORDERS OF COCCYX
RX	00212195562	IMPACT ADVANCED RECOVERY
RX	00472037915	CLOTRIMAZOLE-BETAMETHASONE
DX	I83012	VARICOSE VEINS OF RIGHT LOWER EXTREMITY WITH ULCER OF CALF
RX	00000030005	nan
PR	94.61	nan
DX	S8290XD	UNSPECIFIED FRACTURE OF UNSPECIFIED LOWER LEG, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING
RX	04879801010	nan
PR	0NR10KZ	REPLACEMENT OF FRONTAL BONE WITH NONAUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
DX	Z878440	nan
DX	H26111	LOCALIZED TRAUMATIC OPACITIES, RIGHT EYE
PR	0DBM0ZZ	EXCISION OF DESCENDING COLON, OPEN APPROACH
DX	34570	EPILEPSIA PARTIALIS CONTINUA WITHOUT MENTION OF INTRACTABLE EPILEPSY
RX	01715602430	nan
DX	M13111	MONOARTHRITIS, NOT ELSEWHERE CLASSIFIED, RIGHT SHOULDER
DX	S63267D	DISLOCATION OF METACARPOPHALANGEAL JOINT OF LEFT LITTLE FINGER, SUBSEQUENT ENCOUNTER
DX	M70949	UNSPECIFIED SOFT TISSUE DISORDER RELATED TO USE, OVERUSE AND PRESSURE, UNSPECIFIED HAND
RX	00555900957	NORTREL
DX	I7074	ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION
DX	Y3690XS	WAR OPERATIONS, UNSPECIFIED, SEQUELA
PR	0QHG0BZ	INSERTION OF MONOPLANAR EXTERNAL FIXATION DEVICE INTO RIGHT TIBIA, OPEN APPROACH
RX	68001025404	FLUCONAZOLE
DX	7786	CONGENITAL HYDROCELE
DX	74763	CONGENITAL UPPER LIMB VESSEL ANOMALY
RX	65862066230	ARIPIPRAZOLE
PR	0UT0ZZ	nan
DX	O3660X1	MATERNAL CARE FOR EXCESSIVE FETAL GROWTH, UNSPECIFIED TRIMESTER, FETUS 1
PR	0FPB4DZ	REMOVAL OF INTRALUMINAL DEVICE FROM HEPATOBILIARY DUCT, PERCUTANEOUS ENDOSCOPIC APPROACH
PR	0BNP3ZZ	RELEASE LEFT PLEURA, PERCUTANEOUS APPROACH
DX	67152	OTHER PHLEBITIS AND THROMBOSIS WITH DELIVERY, WITH MENTION OF POSTPARTUM COMPLICATION
DX	S83101S	UNSPECIFIED SUBLUXATION OF RIGHT KNEE, SEQUELA
DX	M706	TROCHANTERIC BURSITIS
RX	58160084201	BOOSTRIX TDAP
DX	5161	IDIOPATHIC PULMONARY HEMOSIDEROSIS
RX	00555902542	JUNEL
DX	S43396S	DISLOCATION OF OTHER PARTS OF UNSPECIFIED SHOULDER GIRDLE, SEQUELA
DX	S6392A	nan
RX	49515091241	nan
RX	00270141215	ISOVUE-M 300
PR	0JB03ZZ	EXCISION OF SCALP SUBCUTANEOUS TISSUE AND FASCIA, PERCUTANEOUS APPROACH
PR	45.90	nan
RX	00264580632	GENTAMICIN SULFATE IN NS
DX	S638X2D	SPRAIN OF OTHER PART OF LEFT WRIST AND HAND, SUBSEQUENT ENCOUNTER
DX	T84223D	DISPLACEMENT OF INTERNAL FIXATION DEVICE OF BONES OF FOOT AND TOES, SUBSEQUENT ENCOUNTER
PR	0NP005Z	REMOVAL OF EXTERNAL FIXATION DEVICE FROM SKULL, OPEN APPROACH
RX	00093202623	AZITHROMYCIN
PR	56440	MARSUPIALIZATION OF BARTHOLIN'S GLAND CYST
RX	02420834720	nan
DX	F4220	nan
DX	00867	INTESTINAL INFECTION, ENTERITIS DUE TO ENTEROVIRUS NOT ELSEWHERE CLASSIFIED
PR	66821	DISCISSION OF SECONDARY MEMBRANOUS CATARACT (OPACIFIED POSTERIOR LENS CAPSULE AND/OR ANTERIOR HYALOID); LASER SURGERY (EG, YAG LASER) (1 OR MORE STAGES)
DX	33000	nan
PR	27059	RADICAL RESECTION OF TUMOR (EG, SARCOMA), SOFT TISSUE OF PELVIS AND HIP AREA; 5 CM OR GREATER
DX	9166	HIP, THIGH, LEG, AND ANKLE, SUPERFICIAL FOREIGN BODY (SPLINTER), WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION
PR	7562	REPAIR OF CURRENT OBSTETRIC LACERATION OF RECTUM AND SPHINCTER ANI
DX	H624	OTITIS EXTERNA IN OTHER DISEASES CLASSIFIED ELSEWHERE
DX	A753	TYPHUS FEVER DUE TO RICKETTSIA TSUTSUGAMUSHI
RX	00000018501	nan
PR	0X6M0Z1	DETACHMENT AT LEFT THUMB, HIGH, OPEN APPROACH
PR	0LUJ0KZ	SUPPLEMENT RIGHT HIP TENDON WITH NONAUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
RX	05515455610	nan
DX	K828	OTHER SPECIFIED DISEASES OF GALLBLADDER
DX	Q670	CONGENITAL FACIAL ASYMMETRY
DX	S32502B	UNSPECIFIED FRACTURE OF LEFT PUBIS, INITIAL ENCOUNTER FOR OPEN FRACTURE
DX	S42425D	NONDISPLACED COMMINUTED SUPRACONDYLAR FRACTURE WITHOUT INTERCONDYLAR FRACTURE OF LEFT HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
DX	S60119A	CONTUSION OF UNSPECIFIED THUMB WITH DAMAGE TO NAIL, INITIAL ENCOUNTER
DX	O6022X2	TERM DELIVERY WITH PRETERM LABOR, SECOND TRIMESTER, FETUS 2
PR	E0635	PATIENT LIFT, ELECTRIC, WITH SEAT OR SLING
PR	08WKXJZ	REVISION OF SYNTHETIC SUBSTITUTE IN LEFT LENS, EXTERNAL APPROACH
PR	9322	AMBULATION AND GAIT TRAINING
RX	62856060001	DACOGEN
DX	S62638S	DISPLACED FRACTURE OF DISTAL PHALANX OF OTHER FINGER, SEQUELA
RX	38779038809	BACLOFEN
RX	23155000110	HYDRALAZINE HCL
PR	D0404	nan
PR	CD101	nan
DX	O359	MATERNAL CARE FOR (SUSPECTED) FETAL ABNORMALITY AND DAMAGE, UNSPECIFIED
DX	S53421A	ULNOHUMERAL (JOINT) SPRAIN OF RIGHT ELBOW, INITIAL ENCOUNTER
PR	00934ZZ	DRAINAGE OF INTRACRANIAL EPIDURAL SPACE, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	O09292	SUPERVISION OF PREGNANCY WITH OTHER POOR REPRODUCTIVE OR OBSTETRIC HISTORY, SECOND TRIMESTER
DX	S65511A	LACERATION OF BLOOD VESSEL OF LEFT INDEX FINGER, INITIAL ENCOUNTER
DX	T84398S	OTHER MECHANICAL COMPLICATION OF OTHER BONE DEVICES, IMPLANTS AND GRAFTS, SEQUELA
DX	D0149	CARCINOMA IN SITU OF OTHER PARTS OF INTESTINE
PR	E0980	SAFETY VEST, WHEELCHAIR
PR	63290	LAMINECTOMY FOR BIOPSY/EXCISION OF INTRASPINAL NEOPLASM; COMBINED EXTRADURAL-INTRADURAL LESION, ANY LEVEL
RX	57599074501	PRECISION XTRA
RX	17478019055	LIDOCAINE-PRILOCAINE
RX	04306347220	nan
DX	71608	KASCHIN-BECK DISEASE, OTHER SPECIFIED SITES
PR	0TPD3LZ	REMOVAL OF ARTIFICIAL SPHINCTER FROM URETHRA, PERCUTANEOUS APPROACH
PR	09CU4ZZ	EXTIRPATION OF MATTER FROM RIGHT ETHMOID SINUS, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	V139XXS	UNSPECIFIED PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN IN TRAFFIC ACCIDENT, SEQUELA
DX	34541	LOCALIZATION-RELATED (FOCAL) (PARTIAL) EPILEPSY AND EPILEPTIC SYNDROMES WITH COMPLEX PARTIAL SEIZURES, WITH INTRACTABLE EPILEPSY
PR	0053	IMPLANTATION OR REPLACEMENT OF CARDIAC RESYNCHRONIZATION PACEMAKER PULSE GENERATOR ONLY (CRT-P)
DX	S36115D	MODERATE LACERATION OF LIVER, SUBSEQUENT ENCOUNTER
DX	S52542A	SMITH'S FRACTURE OF LEFT RADIUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE
DX	T7841XA	ARTHUS PHENOMENON, INITIAL ENCOUNTER
RX	67457020850	DEXRAZOXANE
DX	S76902D	UNSPECIFIED INJURY OF UNSPECIFIED MUSCLES, FASCIA AND TENDONS AT THIGH LEVEL, LEFT THIGH, SUBSEQUENT ENCOUNTER
PR	04CH0Z6	EXTIRPATION OF MATTER FROM RIGHT EXTERNAL ILIAC ARTERY, BIFURCATION, OPEN APPROACH
RX	64208823407	GAMMAPLEX
PR	04BL0ZZ	EXCISION OF LEFT FEMORAL ARTERY, OPEN APPROACH
PR	0UB90	nan
DX	V073	NEED FOR OTHER PROPHYLACTIC CHEMOTHERAPY
DX	M8620	SUBACUTE OSTEOMYELITIS, UNSPECIFIED SITE
DX	37124	CORNEAL EDEMA DUE TO WEARING OF CONTACT LENSES
PR	20.680	nan
DX	Z7681	EXPECTANT PARENT(S) PREBIRTH PEDIATRICIAN VISIT
DX	R852	ABNORMAL LEVEL OF OTHER DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES IN SPECIMENS FROM DIGESTIVE ORGANS AND ABDOMINAL CAVITY
DX	S63226A	SUBLUXATION OF UNSPECIFIED INTERPHALANGEAL JOINT OF RIGHT LITTLE FINGER, INITIAL ENCOUNTER
DX	812	FRACTURE OF HUMERUS
RX	00591554405	ALLOPURINOL
DX	T63693A	TOXIC EFFECT OF CONTACT WITH OTHER VENOMOUS MARINE ANIMALS, ASSAULT, INITIAL ENCOUNTER
RX	00054040444	MORPHINE SULFATE
DX	I50814	RIGHT HEART FAILURE DUE TO LEFT HEART FAILURE
RX	55555000355	nan
PR	03310	nan
RX	55390055501	DIPYRIDAMOLE
DX	Z6853	BODY MASS INDEX (BMI) PEDIATRIC, 85TH PERCENTILE TO LESS THAN 95TH PERCENTILE FOR AGE
PR	0PU507Z	SUPPLEMENT RIGHT SCAPULA WITH AUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
RX	57896063926	GERI-MOX
DX	N911	SECONDARY AMENORRHEA
RX	00064096010	nan
PR	0005U	ONCOLOGY (PROSTATE) GENE EXPRESSION PROFILE BY REAL-TIME RT-PCR OF 3 GENES (ERG, PCA3, AND SPDEF), URINE, ALGORITHM REPORTED AS RISK SCORE
PR	77293	RESPIRATORY MOTION MANAGEMENT SIMULATION (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
DX	J45998	OTHER ASTHMA
PR	G0250	PHYSICIAN REVIEW, INTERPRETATION, AND PATIENT MANAGEMENT OF HOME INR TESTING FOR PATIENT WITH EITHER MECHANICAL HEART VALVE(S), CHRONIC ATRIAL FIBRILLATION, OR VENOUS THROMBOEMBOLISM WHO MEETS MEDICARE COVERAGE CRITERIA; TESTING NOT OCCURRING MORE FREQUENTLY THAN ONCE A WEEK; BILLING UNITS OF SERVICE INCLUDE 4 TESTS
PR	0SBD3ZZ	EXCISION OF LEFT KNEE JOINT, PERCUTANEOUS APPROACH
PR	00274	nan
RX	70074056565	ENSURE COMPLETE
DX	S62627P	DISPLACED FRACTURE OF MEDIAL PHALANX OF LEFT LITTLE FINGER, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION
DX	T523X4A	TOXIC EFFECT OF GLYCOLS, UNDETERMINED, INITIAL ENCOUNTER
DX	S82201H	UNSPECIFIED FRACTURE OF SHAFT OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH DELAYED HEALING
PR	97112	THERAPEUTIC PROCEDURE, 1 OR MORE AREAS, EACH 15 MINUTES; NEUROMUSCULAR REEDUCATION OF MOVEMENT, BALANCE, COORDINATION, KINESTHETIC SENSE, POSTURE, AND/OR PROPRIOCEPTION FOR SITTING AND/OR STANDING ACTIVITIES
PR	26535	ARTHROPLASTY, INTERPHALANGEAL JOINT; EACH JOINT
PR	02RG38Z	REPLACEMENT OF MITRAL VALVE WITH ZOOPLASTIC TISSUE, PERCUTANEOUS APPROACH
DX	S79191G	OTHER PHYSEAL FRACTURE OF LOWER END OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
PR	0S933ZX	DRAINAGE OF LUMBOSACRAL JOINT, PERCUTANEOUS APPROACH, DIAGNOSTIC
DX	S72462M	DISPLACED SUPRACONDYLAR FRACTURE WITH INTRACONDYLAR EXTENSION OF LOWER END OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH NONUNION
PR	0D1507A	BYPASS ESOPHAGUS TO JEJUNUM WITH AUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
DX	80102	CLOSED FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, BRIEF (LESS THAN ONE HOUR) LOSS OF CONSCIOUSNESS
RX	02101111111	nan
DX	66951	FORCEPS OR VACUUM EXTRACTOR DELIVERY WITHOUT MENTION OF INDICATION, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION
RX	00781912695	NAFCILLIN SODIUM
DX	53004	nan
RX	68084089509	HYDROCODONE-ACETAMINOPHEN
PR	46030	REMOVAL OF ANAL SETON, OTHER MARKER
PR	L6628	UPPER EXTREMITY ADDITION, QUICK DISCONNECT HOOK ADAPTER, OTTO BOCK OR EQUAL
RX	04554814110	nan
PR	49587	REPAIR UMBILICAL HERNIA, AGE 5 YEARS OR OLDER; INCARCERATED OR STRANGULATED
PR	4241	PARTIAL ESOPHAGECTOMY
RX	49281021725	nan
RX	99999999382	nan
DX	F82XXXX	nan
DX	O288	OTHER ABNORMAL FINDINGS ON ANTENATAL SCREENING OF MOTHER
PR	3E0J3GC	INTRODUCTION OF OTHER THERAPEUTIC SUBSTANCE INTO BILIARY AND PANCREATIC TRACT, PERCUTANEOUS APPROACH
PR	84165	PROTEIN; ELECTROPHORETIC FRACTIONATION AND QUANTITATION, SERUM
DX	V00121D	FALL FROM NON-IN-LINE ROLLER-SKATES, SUBSEQUENT ENCOUNTER
DX	S648X1A	INJURY OF OTHER NERVES AT WRIST AND HAND LEVEL OF RIGHT ARM, INITIAL ENCOUNTER
PR	0SCG4ZZ	EXTIRPATION OF MATTER FROM LEFT ANKLE JOINT, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	M438X3	OTHER SPECIFIED DEFORMING DORSOPATHIES, CERVICOTHORACIC REGION
PR	06L40ZZ	OCCLUSION OF HEPATIC VEIN, OPEN APPROACH
RX	55150239300	nan
DX	D3A010	BENIGN CARCINOID TUMOR OF THE DUODENUM
PR	23532	OPEN TREATMENT OF STERNOCLAVICULAR DISLOCATION, ACUTE OR CHRONIC; WITH FASCIAL GRAFT (INCLUDES OBTAINING GRAFT)
PR	D7100	nan
PR	0HCUXZZ	EXTIRPATION OF MATTER FROM LEFT BREAST, EXTERNAL APPROACH
PR	75952	ENDOVASCULAR REPAIR OF INFRARENAL ABDOMINAL AORTIC ANEURYSM OR DISSECTION, RADIOLOGICAL SUPERVISION AND INTERPRETATION
RX	10019001636	GLYCOPYRROLATE
DX	Z213	nan
PR	0YHH0YZ	INSERTION OF OTHER DEVICE INTO RIGHT LOWER LEG, OPEN APPROACH
DX	S12600D	UNSPECIFIED DISPLACED FRACTURE OF SEVENTH CERVICAL VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
DX	S92335D	NONDISPLACED FRACTURE OF THIRD METATARSAL BONE, LEFT FOOT, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
DX	T373X4A	POISONING BY OTHER ANTIPROTOZOAL DRUGS, UNDETERMINED, INITIAL ENCOUNTER
DX	T22352D	BURN OF THIRD DEGREE OF LEFT SHOULDER, SUBSEQUENT ENCOUNTER
DX	S32019K	UNSPECIFIED FRACTURE OF FIRST LUMBAR VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
PR	96127	BRIEF EMOTIONAL/BEHAVIORAL ASSESSMENT (EG, DEPRESSION INVENTORY, ATTENTION-DEFICIT/HYPERACTIVITY DISORDER [ADHD] SCALE), WITH SCORING AND DOCUMENTATION, PER STANDARDIZED INSTRUMENT
RX	00240335040	nan
DX	S37059D	MODERATE LACERATION OF UNSPECIFIED KIDNEY, SUBSEQUENT ENCOUNTER
PR	912	MICROSCOPIC EXAMINATION OF SPECIMEN FROM KIDNEY, URETER, PERIRENAL AND PERIURETERAL TISSUE
DX	S32039G	UNSPECIFIED FRACTURE OF THIRD LUMBAR VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
DX	T39313A	POISONING BY PROPIONIC ACID DERIVATIVES, ASSAULT, INITIAL ENCOUNTER
DX	E8131	MOTOR VEHICLE COLLISION WITH OTHER VEHICLE, INJURING PASSENGER IN MOTOR VEHICLE OTHER THAN MOTORCYCLE
PR	C1891	INFUSION PUMP, NONPROGRAMMABLE, PERMANENT (IMPLANTABLE)
RX	58394001401	XYNTHA
PR	3E0R3HZ	INTRODUCTION OF RADIOACTIVE SUBSTANCE INTO SPINAL CANAL, PERCUTANEOUS APPROACH
DX	S60122A	CONTUSION OF LEFT INDEX FINGER WITH DAMAGE TO NAIL, INITIAL ENCOUNTER
RX	49288162315	nan
DX	S7492XS	INJURY OF UNSPECIFIED NERVE AT HIP AND THIGH LEVEL, LEFT LEG, SEQUELA
PR	D6055	CONNECTING BAR - IMPLANT SUPPORTED OR ABUTMENT SUPPORTED
RX	64370025001	VINORELBINE TARTRATE
DX	36060	RETAINED (OLD) FOREIGN BODY, INTRAOCULAR, UNSPECIFIED
DX	T82598D	OTHER MECHANICAL COMPLICATION OF OTHER CARDIAC AND VASCULAR DEVICES AND IMPLANTS, SUBSEQUENT ENCOUNTER
DX	S4421XS	INJURY OF RADIAL NERVE AT UPPER ARM LEVEL, RIGHT ARM, SEQUELA
PR	2912	PHARYNGEAL BIOPSY
DX	S62512D	DISPLACED FRACTURE OF PROXIMAL PHALANX OF LEFT THUMB, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
DX	M63820	nan
RX	33342029709	MEMANTINE HCL
DX	V4552	PRESENCE OF SUBDERMAL CONTRACEPTIVE DEVICE
DX	I5032	CHRONIC DIASTOLIC (CONGESTIVE) HEART FAILURE
DX	S82041K	DISPLACED COMMINUTED FRACTURE OF RIGHT PATELLA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION
DX	C9162	PROLYMPHOCYTIC LEUKEMIA OF T-CELL TYPE, IN RELAPSE
RX	00378142593	OLMESARTAN-HYDROCHLOROTHIAZIDE
PR	44373	SMALL INTESTINAL ENDOSCOPY, ENTEROSCOPY BEYOND SECOND PORTION OF DUODENUM, NOT INCLUDING ILEUM; WITH CONVERSION OF PERCUTANEOUS GASTROSTOMY TUBE TO PERCUTANEOUS JEJUNOSTOMY TUBE
DX	1421	MALIGNANT NEOPLASM OF SUBMANDIBULAR GLAND
RX	00008914901	SYNVISC
DX	S89312A	SALTER-HARRIS TYPE I PHYSEAL FRACTURE OF LOWER END OF LEFT FIBULA, INITIAL ENCOUNTER FOR CLOSED FRACTURE
RX	00591321060	RIVASTIGMINE
PR	99101	nan
PR	D5851	TISSUE CONDITIONING, MANDIBULAR
PR	04754DZ	DILATION OF SUPERIOR MESENTERIC ARTERY WITH INTRALUMINAL DEVICE, PERCUTANEOUS ENDOSCOPIC APPROACH
PR	0UT60ZZ	RESECTION OF LEFT FALLOPIAN TUBE, OPEN APPROACH
PR	84155	PROTEIN, TOTAL, EXCEPT BY REFRACTOMETRY; SERUM, PLASMA OR WHOLE BLOOD
PR	84588	VASOPRESSIN (ANTIDIURETIC HORMONE, ADH)
DX	S82863A	DISPLACED MAISONNEUVE'S FRACTURE OF UNSPECIFIED LEG, INITIAL ENCOUNTER FOR CLOSED FRACTURE
